id,TARGET_NAME,TARGET_CLASS,SWISSPROT,ACTION_TYPE
P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Kinase,PK3CA_HUMAN,
P00523,Proto-oncogene tyrosine-protein kinase Src,Kinase,SRC_CHICK,
P30291,Wee1-like protein kinase,Kinase,WEE1_HUMAN,
O00506,Serine/threonine-protein kinase 25,Kinase,STK25_HUMAN,
Q9NYL2,Mitogen-activated protein kinase kinase kinase MLT,Kinase,MLTK_HUMAN,
P42681,Tyrosine-protein kinase TXK,Kinase,TXK_HUMAN,
P53671,LIM domain kinase 2,Kinase,LIMK2_HUMAN,
Q9P289,Serine/threonine-protein kinase 26,Kinase,STK26_HUMAN,
Q9UBE8,Serine/threonine-protein kinase NLK,Kinase,NLK_HUMAN,
Q9P2K8,Eukaryotic translation initiation factor 2-alpha kinase 4,Kinase,E2AK4_HUMAN,
Q9H0K1,Serine/threonine-protein kinase SIK2,Kinase,SIK2_HUMAN,
P27037,Activin receptor type-2A,Kinase,AVR2A_HUMAN,
Q13705,Activin receptor type-2B,Kinase,AVR2B_HUMAN,
Q59H18,Serine/threonine-protein kinase TNNI3K,Kinase,TNI3K_HUMAN,
Q09013,Myotonin-protein kinase,Kinase,DMPK_HUMAN,
Q8NI60,"Chaperone activity of bc1 complex-like, mitochondrial",Kinase,COQ8A_HUMAN,
Q6DT37,Serine/threonine-protein kinase MRCK gamma,Kinase,MRCKG_HUMAN,
Q92918,Mitogen-activated protein kinase kinase kinase kinase 1,Kinase,M4K1_HUMAN,
Q99640,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,Kinase,PMYT1_HUMAN,
Q8IVH8,Mitogen-activated protein kinase kinase kinase kinase 3,Kinase,M4K3_HUMAN,
Q96GD4,Aurora kinase B,Kinase,AURKB_HUMAN,
P51451,Tyrosine-protein kinase Blk,Kinase,BLK_HUMAN,INHIBITOR
P36894,Bone morphogenetic protein receptor type-1A,Kinase,BMR1A_HUMAN,
O95819,Mitogen-activated protein kinase kinase kinase kinase 4,Kinase,M4K4_HUMAN,
Q5VT25,Serine/threonine-protein kinase MRCK alpha,Kinase,MRCKA_HUMAN,
Q9Y5S2,Serine/threonine-protein kinase MRCK beta,Kinase,MRCKB_HUMAN,
P57059,Serine/threonine-protein kinase SIK1,Kinase,SIK1_HUMAN,
Q9H3Y6,Tyrosine-protein kinase Srms,Kinase,SRMS_HUMAN,INHIBITOR
Q15569,Dual specificity testis-specific protein kinase 1,Kinase,TESK1_HUMAN,
P36897,TGF-beta receptor type-1,Kinase,TGFR1_HUMAN,
P21709,Ephrin type-A receptor 1,Kinase,EPHA1_HUMAN,
P54753,Ephrin type-B receptor 3,Kinase,EPHB3_HUMAN,
P68370,Tubulin alpha-1A chain,Structural,TBA1A_RAT,
Q12851,Mitogen-activated protein kinase kinase kinase kinase 2,Kinase,M4K2_HUMAN,
Q8N4C8,Misshapen-like kinase 1,Kinase,MINK1_HUMAN,
P16277,Tyrosine-protein kinase Blk,Kinase,BLK_MOUSE,
O15197,Ephrin type-B receptor 6,Kinase,EPHB6_HUMAN,
O43283,Mitogen-activated protein kinase kinase kinase 13,Kinase,M3K13_HUMAN,
Q9Y2U5,Mitogen-activated protein kinase kinase kinase 2,Kinase,M3K2_HUMAN,
Q99759,Mitogen-activated protein kinase kinase kinase 3,Kinase,M3K3_HUMAN,
Q9H2K8,Serine/threonine-protein kinase TAO3,Kinase,TAOK3_HUMAN,
Q6PHR2,Serine/threonine-protein kinase ULK3,Kinase,ULK3_HUMAN,
Q56UN5,Mitogen-activated protein kinase kinase kinase 19,Kinase,M3K19_HUMAN,
Q8TDR2,Serine/threonine-protein kinase 35,Kinase,STK35_HUMAN,
P21860,Receptor tyrosine-protein kinase erbB-3,Kinase,ERBB3_HUMAN,
Q9Y2K2,Serine/threonine-protein kinase SIK3,Kinase,SIK3_HUMAN,
P0C1S8,Wee1-like protein kinase 2,Kinase,WEE2_HUMAN,
O00238,Bone morphogenetic protein receptor type-1B,Kinase,BMR1B_HUMAN,
P0A0J7,Quinolone resistance protein NorA,Transporter,NORA_STAAU,
Q52WX2,Serine/threonine-protein kinase SBK1,Kinase,SBK1_HUMAN,
Q86Y07,Serine/threonine-protein kinase VRK2,Kinase,VRK2_HUMAN,
Q9UL54,Serine/threonine-protein kinase TAO2,Kinase,TAOK2_HUMAN,
Q13163,Dual specificity mitogen-activated protein kinase kinase 5,Kinase,MP2K5_HUMAN,
Q8NG66,Serine/threonine-protein kinase Nek11,Kinase,NEK11_HUMAN,
P62344,Calcium-dependent protein kinase 1,Kinase,CDPK1_PLAF7,
O15264|P53778|Q15759|Q16539,MAP kinase p38,Kinase,MK13_HUMAN|MK12_HUMAN|MK11_HUMAN|MK14_HUMAN,
P36507|Q02750,Dual specificity mitogen-activated protein kinase kinase; MEK1/2,Kinase,MP2K2_HUMAN|MP2K1_HUMAN,
P00519|P11274,Bcr/Abl fusion protein,Kinase,ABL1_HUMAN|BCR_HUMAN,
Q01538,Myelin transcription factor 1,Transcription factor,MYT1_HUMAN,
P11388,DNA topoisomerase 2-alpha,Enzyme,TOP2A_HUMAN,INHIBITOR
O95255,Multidrug resistance-associated protein 6,Transporter,MRP6_HUMAN,
O40947,ORF 73,Unclassified,O40947_HHV8,
Q8BGY9,High affinity choline transporter 1,Transporter,SC5A7_MOUSE,
P28570,Creatine transporter,Transporter,SC6A8_RAT,
P02708|P07510|P11230|Q04844|Q07001,Muscle-type nicotinic acetylcholine receptor,Ion channel,ACHA_HUMAN|ACHG_HUMAN|ACHB_HUMAN|ACHE_HUMAN|ACHD_HUMAN,PARTIAL AGONIST
Q16665,Hypoxia-inducible factor 1-alpha,Transcription factor,HIF1A_HUMAN,
Q9GRG7,Glucose-6-phosphate 1-dehydrogenase,Enzyme,Q9GRG7_9TRYP,
P0A7V8,30S ribosomal protein S4,Ribosomal protein,RS4_ECOLI,
P0A7X3,30S ribosomal protein S9,Ribosomal protein,RS9_ECOLI,
Q8WSF8,Soluble acetylcholine receptor,Unclassified,Q8WSF8_APLCA,
O95069,Potassium channel subfamily K member 2,Ion channel,KCNK2_HUMAN,OPENER
O14649,Potassium channel subfamily K member 3,Ion channel,KCNK3_HUMAN,OPENER
Q9NPC2,Potassium channel subfamily K member 9,Ion channel,KCNK9_HUMAN,OPENER
P57789,Potassium channel subfamily K member 10,Ion channel,KCNKA_HUMAN,OPENER
Q7Z418,Potassium channel subfamily K member 18,Ion channel,KCNKI_HUMAN,OPENER
P23415|P48167,Glycine receptor (alpha-1/beta),Ion channel,GLRA1_HUMAN|GLRB_HUMAN,POSITIVE MODULATOR
O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,Ion channel,GBRP_HUMAN|GBRD_HUMAN|GBRA1_HUMAN|GBRB1_HUMAN|GBRG2_HUMAN|GBRB3_HUMAN|GBRA5_HUMAN|GBRA3_HUMAN|GBRA2_HUMAN|GBRB2_HUMAN|GBRA4_HUMAN|GBRE_HUMAN|GBRA6_HUMAN|GBRG1_HUMAN|GBRG3_HUMAN|GBRT_HUMAN,POSITIVE ALLOSTERIC MODULATOR
Q7RTT9,Equilibrative nucleoside transporter 4,Transporter,S29A4_HUMAN,INHIBITOR
P48545,G protein-activated inward rectifier potassium channel 4,Ion channel,KCNJ5_MOUSE,BLOCKER
O75899,Gamma-aminobutyric acid type B receptor subunit 2,GPCR,GABR2_HUMAN,
P28476,Gamma-aminobutyric acid receptor subunit rho-2,Ion channel,GBRR2_HUMAN,
A2AMW3|P16305|P22723|P22933|P26048|P26049|P27681|P50571|P62812|P63080|Q8BHJ7|Q8QZW7|Q9D6F4|Q9JLF1|Q9R0Y8,GABA-A receptor; anion channel,Ion channel,A2AMW3_MOUSE|GBRA6_MOUSE|GBRG2_MOUSE|GBRD_MOUSE|GBRA2_MOUSE|GBRA3_MOUSE|GBRG3_MOUSE|GBRB1_MOUSE|GBRA1_MOUSE|GBRB3_MOUSE|GBRA5_MOUSE|GBRP_MOUSE|GBRA4_MOUSE|GBRT_MOUSE|GBRG1_MOUSE,
P47901,Vasopressin V1b receptor,GPCR,V1BR_HUMAN,
P48974,Vasopressin V1b receptor,GPCR,V1BR_RAT,
P30518,Vasopressin V2 receptor,GPCR,V2R_HUMAN,AGONIST
P05112,Interleukin-4,Cytokine,IL4_HUMAN,
O54915,Nuclear receptor subfamily 1 group I member 2,Nuclear hormone receptor,NR1I2_MOUSE,AGONIST
P10980,Muscarinic acetylcholine receptor M2,GPCR,ACM2_RAT,ANTAGONIST
P12657|P32211|Q920H4|Q9ERZ3|Q9ERZ4,Muscarinic acetylcholine receptor,GPCR,ACM1_MOUSE|ACM4_MOUSE|ACM5_MOUSE|ACM3_MOUSE|ACM2_MOUSE,
P32238,Cholecystokinin receptor type A,GPCR,CCKAR_HUMAN,
P22002|P27732|Q02485,Voltage-gated L-type calcium channel,Ion channel,CAC1C_RAT|CAC1D_RAT|CAC1S_RAT,
Q96RJ0,Trace amine-associated receptor 1,GPCR,TAAR1_HUMAN,
Q8HZ64,Trace amine-associated receptor 1,GPCR,TAAR1_MACMU,
Q923Y9,Trace amine-associated receptor 1,GPCR,TAAR1_RAT,
Q923Y8,Trace amine-associated receptor 1,GPCR,TAAR1_MOUSE,
Q99720,Sigma non-opioid intracellular receptor 1,Membrane receptor,SGMR1_HUMAN,AGONIST
Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A",Ion channel,NMD3A_HUMAN,ANTAGONIST
Q14957,"Glutamate receptor ionotropic, NMDA 2C",Ion channel,NMDE3_HUMAN,BLOCKER
Q60492,Sigma non-opioid intracellular receptor 1,Membrane other,SGMR1_CAVPO,
P04774|P04775|P08104,"Sodium channel alpha subunits; brain (Types I, II, III)",Ion channel,SCN1A_RAT|SCN2A_RAT|SCN3A_RAT,
P59540,Taste receptor type 2 member 46,GPCR,T2R46_HUMAN,
P18113,Thyroid hormone receptor beta,Transcription factor,THB_RAT,
P10827|P10828,Thyroid hormone receptor,Nuclear hormone receptor,THA_HUMAN|THB_HUMAN,AGONIST
P42574,Caspase-3,Enzyme,CASP3_HUMAN,
P55210,Caspase-7,Enzyme,CASP7_HUMAN,
Q17339,Female germline-specific tumor suppressor gld-1,Unclassified,GLD1_CAEEL,
Q02083,N-acylethanolamine-hydrolyzing acid amidase,Enzyme,NAAA_HUMAN,
P31644|P47870|Q99928,GABA A receptor alpha-5/beta-2/gamma-3,Ion channel,GBRA5_HUMAN|GBRB2_HUMAN|GBRG3_HUMAN,POSITIVE ALLOSTERIC MODULATOR
P31644,Gamma-aminobutyric acid receptor subunit alpha-5,Ion channel,GBRA5_HUMAN,
P35348,Alpha-1A adrenergic receptor,GPCR,ADA1A_HUMAN,ALLOSTERIC MODULATOR
P52895,Aldo-keto reductase family 1 member C2,Enzyme,AK1C2_HUMAN,
P62813,Gamma-aminobutyric acid receptor subunit alpha-1,Ion channel,GBRA1_RAT,
P23576,Gamma-aminobutyric acid receptor subunit alpha-2,Ion channel,GBRA2_RAT,
P19969,Gamma-aminobutyric acid receptor subunit alpha-5,Ion channel,GBRA5_RAT,
P14867|P47870|Q99928,GABA-A receptor alpha-1/beta-2/gamma-3,Ion channel,GBRA1_HUMAN|GBRB2_HUMAN|GBRG3_HUMAN,POSITIVE ALLOSTERIC MODULATOR
P18508|P20236|P63138,GABA A receptor alpha-3/beta-2/gamma-2,Ion channel,GBRG2_RAT|GBRA3_RAT|GBRB2_RAT,
P18508|P30191|P63138,GABA A receptor alpha-6/beta-2/gamma-2,Ion channel,GBRG2_RAT|GBRA6_RAT|GBRB2_RAT,
P18508|P62813|P63138,GABA-A receptor; alpha-1/beta-2/gamma-2,Ion channel,GBRG2_RAT|GBRA1_RAT|GBRB2_RAT,
P18508|P23576|P63138,GABA A receptor alpha-2/beta-2/gamma-2,Ion channel,GBRG2_RAT|GBRA2_RAT|GBRB2_RAT,
P18508|P19969|P63079,GABA A receptor alpha-5/beta-3/gamma-2,Ion channel,GBRG2_RAT|GBRA5_RAT|GBRB3_RAT,
P18507|P34903|P47870,GABA A receptor alpha-3/beta-2/gamma-2,Ion channel,GBRG2_HUMAN|GBRA3_HUMAN|GBRB2_HUMAN,POSITIVE ALLOSTERIC MODULATOR
P34903|P47870|Q99928,GABA A receptor alpha-3/beta-2/gamma-3,Ion channel,GBRA3_HUMAN|GBRB2_HUMAN|GBRG3_HUMAN,POSITIVE ALLOSTERIC MODULATOR
P28472|P31644|Q99928,GABA A receptor alpha-5/beta-3/gamma-3,Ion channel,GBRB3_HUMAN|GBRA5_HUMAN|GBRG3_HUMAN,POSITIVE ALLOSTERIC MODULATOR
P18507|P31644|P47870,GABA A receptor alpha-5/beta-2/gamma-2,Ion channel,GBRG2_HUMAN|GBRA5_HUMAN|GBRB2_HUMAN,POSITIVE ALLOSTERIC MODULATOR
P43490,Nicotinamide phosphoribosyltransferase,Enzyme,NAMPT_HUMAN,
Q09428|Q14654,"Sulfonylurea receptor 1, Kir6.2",Ion channel,ABCC8_HUMAN|KCJ11_HUMAN,OPENER
Q61743,ATP-sensitive inward rectifier potassium channel 11,Ion channel,KCJ11_MOUSE,ACTIVATOR
O75762,Transient receptor potential cation channel subfamily A member 1,Ion channel,TRPA1_HUMAN,BLOCKER
Q15118,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",Kinase,PDK1_HUMAN,INHIBITOR
Q15119,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",Kinase,PDK2_HUMAN,INHIBITOR
Q15120,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial",Kinase,PDK3_HUMAN,INHIBITOR
Q16654,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial",Kinase,PDK4_HUMAN,INHIBITOR
P11021,78 kDa glucose-regulated protein,Unclassified,GRP78_HUMAN,
Q16790,Carbonic anhydrase 9,Enzyme,CAH9_HUMAN,INHIBITOR
Q9Y2D0,"Carbonic anhydrase 5B, mitochondrial",Enzyme,CAH5B_HUMAN,INHIBITOR
P43166,Carbonic anhydrase 7,Enzyme,CAH7_HUMAN,INHIBITOR
P10145,Interleukin-8,Cytokine,IL8_HUMAN,
O75762,Transient receptor potential cation channel subfamily A member 1,Ion channel,TRPA1_HUMAN,
O60218,Aldo-keto reductase family 1 member B10,Enzyme,AK1BA_HUMAN,
Q9HAW7,UDP-glucuronosyltransferase 1-7,Enzyme,UD17_HUMAN,
P19224,UDP-glucuronosyltransferase 1-6,Enzyme,UD16_HUMAN,
O60656,UDP-glucuronosyltransferase 1-9,Enzyme,UD19_HUMAN,
Q9HAW8,UDP-glucuronosyltransferase 1-10,Enzyme,UD110_HUMAN,
Q9HCF6,Transient receptor potential cation channel subfamily M member 3,Ion channel,TRPM3_HUMAN,BLOCKER
Q16549,Proprotein convertase subtilisin/kexin type 7,Enzyme,PCSK7_HUMAN,
P9WMN1,ATP phosphoribosyltransferase,Enzyme,HIS1_MYCTU,
P05982,NULLD(P)H dehydrogenase [quinone] 1,Enzyme,NQO1_RAT,
P70676,SMR1-alpha2,Unclassified,P70676_RAT,
Q72549,Reverse transcriptase/RNaseH,Enzyme,Q72549_9HIV1,INHIBITOR
P03372,Estrogen receptor,Nuclear hormone receptor,ESR1_HUMAN,AGONIST
E1FVX6|E1G1C3,Nematode GABA-A receptor,Ion channel,E1FVX6_LOALO|E1G1C3_LOALO,POSITIVE MODULATOR
P62508,Estrogen-related receptor gamma,Nuclear hormone receptor,ERR3_HUMAN,ANTAGONIST
O95718,Steroid hormone receptor ERR2,Nuclear hormone receptor,ERR2_HUMAN,ANTAGONIST
Q14376,UDP-glucose 4-epimerase,Enzyme,GALE_HUMAN,
O08580,Steroid hormone receptor ERR1,Nuclear hormone receptor,ERR1_MOUSE,ANTAGONIST
P05023,Sodium/potassium-transporting ATPase subunit alpha-1,Transporter,AT1A1_HUMAN,INHIBITOR
P50997,Sodium/potassium-transporting ATPase subunit alpha-1,Transporter,AT1A1_CANFA,
P40763,Signal transducer and activator of transcription 3,Transcription factor,STAT3_HUMAN,
P05023|P05026|P13637|P14415|P50993|P54709|P54710|Q13733,Sodium/potassium-transporting ATPase,Transporter,AT1A1_HUMAN|AT1B1_HUMAN|AT1A3_HUMAN|AT1B2_HUMAN|AT1A2_HUMAN|AT1B3_HUMAN|ATNG_HUMAN|AT1A4_HUMAN,
P51449,Nuclear receptor ROR-gamma,Nuclear hormone receptor,RORG_HUMAN,
P51450,Nuclear receptor ROR-gamma,Nuclear hormone receptor,RORG_MOUSE,
P56481,Gastrin/cholecystokinin type B receptor,GPCR,GASR_MOUSE,
Q07699,Sodium channel subunit beta-1,Ion channel,SCN1B_HUMAN,
O60939,Sodium channel subunit beta-2,Ion channel,SCN2B_HUMAN,
Q9NY72,Sodium channel subunit beta-3,Ion channel,SCN3B_HUMAN,
Q8IWT1,Sodium channel subunit beta-4,Ion channel,SCN4B_HUMAN,
Q99808,Equilibrative nucleoside transporter 1,Transporter,S29A1_HUMAN,
O54699,Equilibrative nucleoside transporter 2,Transporter,S29A2_RAT,
P46098,5-hydroxytryptamine receptor 3A,Ion channel,5HT3A_HUMAN,BLOCKER
Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S,Ion channel,CAC1S_HUMAN,
P27732,Voltage-dependent L-type calcium channel subunit alpha-1D,Ion channel,CAC1D_RAT,
P23979,5-hydroxytryptamine receptor 3A,Ion channel,5HT3A_MOUSE,BLOCKER
P15388,Potassium voltage-gated channel subfamily C member 1,Ion channel,KCNC1_MOUSE,BLOCKER
Q17ST2,Potassium voltage-gated channel subfamily A member 7,Ion channel,KCNA7_MOUSE,BLOCKER
Q9JIS7,Voltage-dependent L-type calcium channel subunit alpha-1F,Ion channel,CAC1F_MOUSE,BLOCKER
Q9R0C9,Sigma non-opioid intracellular receptor 1,Membrane receptor,SGMR1_RAT,INHIBITOR
Q7KQK5,Apical membrane antigen 1,Unclassified,Q7KQK5_PLAF7,
P17787|Q15822,Neuronal acetylcholine receptor; alpha2/beta2,Ion channel,ACHB2_HUMAN|ACHA2_HUMAN,
P50579,Methionine aminopeptidase 2,Enzyme,MAP2_HUMAN,
P53582,Methionine aminopeptidase 1,Enzyme,MAP11_HUMAN,
Q9Y5Y4,Prostaglandin D2 receptor 2,GPCR,PD2R2_HUMAN,AGONIST
P21731,Thromboxane A2 receptor,GPCR,TA2R_HUMAN,AGONIST
P37289,Prostaglandin F2-alpha receptor,GPCR,PF2R_BOVIN,
P35375,Prostaglandin E2 receptor EP1 subtype,GPCR,PE2R1_MOUSE,AGONIST
P43117,Prostaglandin F2-alpha receptor,GPCR,PF2R_MOUSE,
Q9Z2J6,Prostaglandin D2 receptor 2,GPCR,PD2R2_MOUSE,AGONIST
Q13258,Prostaglandin D2 receptor,GPCR,PD2R_HUMAN,AGONIST
Q80UJ1,Solute carrier family 22 member 20,Transporter,S22AK_MOUSE,
P43117,Prostaglandin F2-alpha receptor,GPCR,PF2R_MOUSE,AGONIST
Q62928,Prostaglandin E2 receptor EP2 subtype,GPCR,PE2R2_RAT,
P43114,Prostaglandin E2 receptor EP4 subtype,GPCR,PE2R4_RAT,
O00337,Sodium/nucleoside cotransporter 1,Transporter,S28A1_HUMAN,INHIBITOR
O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase",Enzyme,PDE5A_HUMAN,INHIBITOR
Q9HCR9,"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A",Enzyme,PDE11_HUMAN,
Q9Y233,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",Enzyme,PDE10_HUMAN,INHIBITOR
P27815,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",Enzyme,PDE4A_HUMAN,INHIBITOR
Q99808,Equilibrative nucleoside transporter 1,Transporter,S29A1_HUMAN,INHIBITOR
O95263,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B",Enzyme,PDE8B_HUMAN,INHIBITOR
O00408,"cGMP-dependent 3',5'-cyclic phosphodiesterase",Enzyme,PDE2A_HUMAN,INHIBITOR
Q9NP56,"cAMP-specific 3',5'-cyclic phosphodiesterase 7B",Enzyme,PDE7B_HUMAN,INHIBITOR
O60658,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A",Enzyme,PDE8A_HUMAN,INHIBITOR
Q9XSW7,Cyclic nucleotide phosphodiesterase PDE3A,Enzyme,Q9XSW7_PIG,
O77823,Cyclic AMP-specific phosphodiesterase SSPDE4A1A,Enzyme,O77823_PIG,
Q13370|Q14432,Phosphodiesterase 3,Enzyme,PDE3B_HUMAN|PDE3A_HUMAN,INHIBITOR
Q13946|Q9NP56,Phosphodiesterase 7,Enzyme,PDE7A_HUMAN|PDE7B_HUMAN,INHIBITOR
O43924|P16499|P18545|P35913|P51160|Q13956,Phosphodiesterase 6,Enzyme,PDE6D_HUMAN|PDE6A_HUMAN|CNRG_HUMAN|PDE6B_HUMAN|PDE6C_HUMAN|CNCG_HUMAN,INHIBITOR
P54750|Q01064|Q14123,Phosphodiesterase 1,Enzyme,PDE1A_HUMAN|PDE1B_HUMAN|PDE1C_HUMAN,INHIBITOR
Q86TP1,Protein prune homolog,Enzyme,PRUNE_HUMAN,
P0DTD1,Replicase polyprotein 1ab,Enzyme,R1AB_SARS2,INHIBITOR
P48544,G protein-activated inward rectifier potassium channel 4,Ion channel,KCNJ5_HUMAN,
P05091,"Aldehyde dehydrogenase, mitochondrial",Enzyme,ALDH2_HUMAN,INHIBITOR
P51681,C-C chemokine receptor type 5,GPCR,CCR5_HUMAN,
P25025,C-X-C chemokine receptor type 2,GPCR,CXCR2_HUMAN,
P11884,"Aldehyde dehydrogenase, mitochondrial",Enzyme,ALDH2_RAT,
Q99685,Monoglyceride lipase,Enzyme,MGLL_HUMAN,
P9WMN3,Bifunctional protein GlmU,Enzyme,GLMU_MYCTU,
P28300,Protein-lysine 6-oxidase,Enzyme,LYOX_HUMAN,
P58215,Lysyl oxidase homolog 3,Enzyme,LOXL3_HUMAN,
Q96JB6,Lysyl oxidase homolog 4,Enzyme,LOXL4_HUMAN,
Q96KQ7,Histone-lysine N-methyltransferase EHMT2,Enzyme,EHMT2_HUMAN,
Q9H9B1,Histone-lysine N-methyltransferase EHMT1,Enzyme,EHMT1_HUMAN,
Q9Y4K0,Lysyl oxidase homolog 2,Enzyme,LOXL2_HUMAN,
P57764,Gasdermin-D,Unclassified,GSDMD_HUMAN,
P05181,Cytochrome P450 2E1,Enzyme,CP2E1_HUMAN,
Q8R4D5,Transient receptor potential cation channel subfamily M member 8,Ion channel,TRPM8_MOUSE,ACTIVATOR
Q8R455,Transient receptor potential cation channel subfamily M member 8,Ion channel,TRPM8_RAT,ACTIVATOR
Q7Z2W7,Transient receptor potential cation channel subfamily M member 8,Ion channel,TRPM8_HUMAN,ACTIVATOR
P00533,Epidermal growth factor receptor,Kinase,EGFR_HUMAN,INHIBITOR
Q02643,Growth hormone-releasing hormone receptor,GPCR,GHRHR_HUMAN,
P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,Tumour-associated antigen,TBB5_HUMAN|TBB1_HUMAN|TBB2A_HUMAN|TBB2B_HUMAN|TBB3_HUMAN|TBB4A_HUMAN|TBB4B_HUMAN|TBB6_HUMAN|TBB8_HUMAN,INHIBITOR
Q9HC29,Nucleotide-binding oligomerization domain-containing protein 2,Cytosolic other,NOD2_HUMAN,
O09800|P04288|P04488|P06477|P06480|P06484|P06487|P10185|P10211|P10228|P68331|Q69091,Envelope glycoprotein,Membrane other,GN_HHV11|GM_HHV11|GE_HHV11|GH_HHV11|GJ_HHV11|GG_HHV11|GI_HHV11|GL_HHV11|GB_HHV11|GC_HHV11|GK_HHV11|GD_HHV11,INHIBITOR
P19793,Retinoic acid receptor RXR-alpha,Nuclear hormone receptor,RXRA_HUMAN,
P06276,Cholinesterase,Enzyme,CHLE_HUMAN,
P04058,Acetylcholinesterase,Enzyme,ACES_TORCA,
Q9JKC1,Butyrylcholinesterase; Protein Bche,Enzyme,Q9JKC1_RAT,
P37136,Acetylcholinesterase,Enzyme,ACES_RAT,
P32738,Choline O-acetyltransferase,Enzyme,CLAT_RAT,
Q03311,Cholinesterase,Enzyme,CHLE_MOUSE,
Q9N1N9,Butyrylcholinesterase,Enzyme,Q9N1N9_HORSE,
P48039,Melatonin receptor type 1A,GPCR,MTR1A_HUMAN,
P49286,Melatonin receptor type 1B,GPCR,MTR1B_HUMAN,
P54833,Beta-2 adrenergic receptor,GPCR,ADRB2_CANFA,
P09172,Dopamine beta-hydroxylase,Enzyme,DOPO_HUMAN,
P29276,Adenosine A2b receptor,GPCR,AA2BR_RAT,
Q8I2J3,M18 aspartyl aminopeptidase,Enzyme,Q8I2J3_PLAF7,
O14649,Potassium channel subfamily K member 3,Ion channel,KCNK3_HUMAN,BLOCKER
Q9NPC2,Potassium channel subfamily K member 9,Ion channel,KCNK9_HUMAN,BLOCKER
P04818,Thymidylate synthase,Enzyme,TYSY_HUMAN,
P29466,Caspase-1,Enzyme,CASP1_HUMAN,
O14746,Telomerase reverse transcriptase,Enzyme,TERT_HUMAN,
P61823,Ribonuclease pancreatic,Enzyme,RNAS1_BOVIN,
P43870,Type-2 restriction enzyme HindIII,Unclassified,T2D3_HAEIN,
O52691,Type-2 restriction enzyme ScaI,Unclassified,T2S1_STRCS,
P9WIQ1,UDP-galactopyranose mutase,Enzyme,GLF_MYCTU,
P08254,Stromelysin-1,Enzyme,MMP3_HUMAN,
P22894,Neutrophil collagenase,Enzyme,MMP8_HUMAN,INHIBITOR
P45452,Collagenase 3,Enzyme,MMP13_HUMAN,INHIBITOR
P02980,"Tetracycline resistance protein, class B",Transporter,TCR2_ECOLX,
P09237,Matrilysin,Enzyme,MMP7_HUMAN,INHIBITOR
Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Enzyme,PDE4B_HUMAN,
P07550|P08588|P08913|P13945|P18089|P18825|P25100|P35348|P35368,Adrenergic receptor,GPCR,ADRB2_HUMAN|ADRB1_HUMAN|ADA2A_HUMAN|ADRB3_HUMAN|ADA2B_HUMAN|ADA2C_HUMAN|ADA1D_HUMAN|ADA1A_HUMAN|ADA1B_HUMAN,AGONIST
P30939,5-hydroxytryptamine receptor 1F,GPCR,5HT1F_HUMAN,
P34897,"Serine hydroxymethyltransferase, mitochondrial",Enzyme,GLYM_HUMAN,
P31213,3-oxo-5-alpha-steroid 4-dehydrogenase 2,Enzyme,S5A2_HUMAN,INHIBITOR
P18405,3-oxo-5-alpha-steroid 4-dehydrogenase 1,Enzyme,S5A1_HUMAN,INHIBITOR
Q9Y466,Nuclear receptor subfamily 2 group E member 1,Nuclear hormone receptor,NR2E1_HUMAN,
Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Enzyme,PDE4B_HUMAN,INHIBITOR
P49146,Neuropeptide Y receptor type 2,GPCR,NPY2R_HUMAN,
Q96D31,Calcium release-activated calcium channel protein 1,Ion channel,CRCM1_HUMAN,
Q05932,"Folylpolyglutamate synthase, mitochondrial",Enzyme,FOLC_HUMAN,
Q16739,Ceramide glucosyltransferase,Enzyme,CEGT_HUMAN,
Q9XAY4,Beta-lactamase VIM-1; Class B carbapenemase VIM-1; Metallo-beta-lactamase; Metallo-beta-lactamase VIM-1; Metallobeta-lactamase; VIM-1; VIM-1 metallo-beta lactamase; VIM-1 metallo-beta-lactamase; VIM-1,Unclassified,Q9XAY4_PSEAI,
